,geo_level,region,state,year,week,age,flu_deaths,pneu_deaths,pneu_flu_deaths,all_deaths
23422,Region,10,,2011,52,All,1.0,160.0,161.0,1974.0
23423,State,,Iowa,2017,28,All,,,26.0,504.0
23424,State,,California,2014,5,All,,,556.0,5174.0
23425,State,,Oregon,2012,10,All,,,38.0,589.0
23426,State,,Virginia,2012,21,All,,,61.0,1146.0
23427,State,,New York,2016,41,All,,,147.0,1931.0
23428,State,,Missouri,2010,47,All,,,75.0,1035.0
23429,State,,New Jersey,2016,16,All,,,83.0,1441.0
23430,Region,4,,2011,45,All,0.0,731.0,731.0,10617.0
23431,State,,Massachusetts,2012,6,All,,,108.0,1045.0
23432,State,,South Dakota,2016,50,All,,,17.0,174.0
23433,State,,Nevada,2017,17,All,,,31.0,495.0
23434,Region,1,,2012,4,All,1.0,218.0,219.0,2512.0
23435,State,,California,2015,17,All,,,386.0,5017.0
23436,State,,Indiana,2016,31,All,,,66.0,1157.0
23437,State,,Vermont,2012,18,All,,,9.0,94.0
23438,State,,District of Columbia,2015,26,All,,,10.0,95.0
23439,State,,Georgia,2014,20,All,,,69.0,1403.0
23440,State,,Wisconsin,2018,8,All,,,101.0,1079.0
23441,State,,Wyoming,2013,20,All,,,3.0,81.0
23442,State,,Minnesota,2010,6,All,,,49.0,788.0
23443,Region,3,,2014,33,All,0.0,275.0,275.0,4809.0
23444,State,,Maryland,2014,22,All,,,49.0,831.0
23445,State,,Delaware,2011,32,All,,,11.0,123.0
23446,State,,Florida,2014,30,All,,,179.0,3460.0
23447,State,,Oklahoma,2014,40,All,,,62.0,696.0
23448,Region,7,,2012,8,All,4.0,211.0,215.0,2508.0
23449,State,,Louisiana,2013,36,All,,,53.0,813.0
23450,State,,West Virginia,2012,1,All,,,52.0,461.0
23451,State,,Idaho,2015,4,All,,,27.0,291.0
23452,State,,Nebraska,2015,18,All,,,26.0,327.0
23453,Region,1,,2017,44,All,0.0,146.0,146.0,2543.0
23454,State,,California,2014,21,All,,,364.0,4436.0
23456,State,,Delaware,2016,18,All,,,6.0,151.0
23457,State,,Mississippi,2017,48,All,,,44.0,659.0
23458,Region,3,,2014,47,All,4.0,366.0,370.0,5474.0
23459,State,,Pennsylvania,2014,38,All,,,109.0,2253.0
23460,Region,9,,2013,33,All,0.0,415.0,415.0,5791.0
23461,State,,Tennessee,2016,23,All,,,82.0,1303.0
23462,State,,North Dakota,2010,36,All,,,11.0,117.0
23463,State,,Nebraska,2015,27,All,,,22.0,322.0
23464,State,,North Carolina,2011,43,All,,,110.0,1455.0
23465,State,,Michigan,2016,38,All,,,84.0,1802.0
23466,State,,Alaska,2012,40,All,,,4.0,74.0
23467,Region,2,,2014,13,All,11.0,400.0,411.0,4379.0
23468,National,,,2010,7,0-17 years,2.0,37.0,39.0,731.0
23469,State,,Alaska,2011,19,All,,,7.0,60.0
23470,State,,Georgia,2011,1,All,,,130.0,1629.0
23471,Region,4,,2015,5,All,69.0,983.0,1052.0,12733.0
23472,State,,Connecticut,2016,30,All,,,34.0,468.0
23473,State,,Maine,2014,31,All,,,17.0,247.0
23475,State,,Nevada,2016,13,All,,,41.0,474.0
23477,State,,Ohio,2017,14,All,,,186.0,2518.0
23478,Region,1,,2017,41,All,0.0,145.0,145.0,2436.0
23479,State,,Washington,2016,2,All,,,75.0,1100.0
23480,Region,2,,2014,19,All,10.0,359.0,369.0,4306.0
23481,State,,Hawaii,2015,30,All,,,21.0,202.0
23482,State,,Hawaii,2011,19,All,,,13.0,206.0
23483,State,,Delaware,2018,16,All,,,12.0,185.0
23484,State,,Michigan,2010,18,All,,,127.0,1675.0
23485,State,,Wisconsin,2014,2,All,,,87.0,1019.0
23486,State,,Louisiana,2011,44,All,,,51.0,781.0
23487,State,,Florida,2017,14,All,,,250.0,3996.0
23488,State,,Oregon,2015,41,All,,,33.0,629.0
23489,National,,,2015,21,0-17 years,2.0,12.0,14.0,711.0
23490,State,,Wisconsin,2016,52,All,,,64.0,1113.0
23491,State,,Illinois,2010,2,All,,,200.0,2070.0
23492,State,,Georgia,2011,48,All,,,86.0,1342.0
23493,State,,Wyoming,2015,16,All,,,9.0,104.0
23494,Region,3,,2010,40,All,0.0,307.0,307.0,4960.0
23495,State,,Mississippi,2016,35,All,,,31.0,586.0
23497,Region,5,,2013,49,All,2.0,581.0,583.0,8937.0
23498,State,,California,2012,7,All,,,464.0,4763.0
23499,Region,9,,2010,25,All,1.0,475.0,476.0,5637.0
23500,Region,5,,2013,15,All,6.0,681.0,687.0,8908.0
23501,State,,Louisiana,2013,43,All,,,42.0,771.0
23502,Region,4,,2014,41,All,4.0,677.0,681.0,11050.0
23503,State,,Montana,2010,22,All,,,20.0,178.0
23504,State,,California,2014,29,All,,,301.0,4479.0
23505,Region,9,,2016,24,All,4.0,376.0,380.0,6200.0
23506,State,,Wyoming,2010,21,All,,,8.0,86.0
23508,State,,Arkansas,2013,23,All,,,47.0,552.0
23509,State,,California,2017,10,All,,,482.0,5418.0
23510,State,,Kentucky,2013,14,All,,,82.0,886.0
23511,State,,South Dakota,2010,22,All,,,14.0,116.0
23512,State,,New York,2017,18,All,,,145.0,1888.0
23513,State,,District of Columbia,2014,31,All,,,4.0,78.0
23514,Region,1,,2011,4,All,4.0,268.0,272.0,2538.0
23515,State,,Washington,2017,16,All,,,76.0,1035.0
23516,State,,New Mexico,2013,34,All,,,17.0,293.0
23517,State,,New York City,2012,15,All,,,86.0,1052.0
23518,State,,Louisiana,2014,6,All,,,73.0,892.0
23519,State,,Louisiana,2013,15,All,,,49.0,821.0
23520,State,,North Dakota,2016,1,All,,,9.0,101.0
23521,State,,Ohio,2013,33,All,,,134.0,1902.0
23522,Region,10,,2014,21,All,1.0,117.0,118.0,1887.0
23523,State,,North Carolina,2011,16,All,,,115.0,1454.0
23524,State,,Virginia,2016,36,All,,,63.0,1168.0
23525,State,,District of Columbia,2011,18,All,,,7.0,77.0
23526,State,,Wyoming,2016,21,All,,,9.0,77.0
23527,Region,3,,2017,37,All,0.0,269.0,269.0,5385.0
23528,State,,Georgia,2014,17,All,,,77.0,1495.0
23529,State,,Washington,2016,29,All,,,52.0,972.0
23530,State,,New Hampshire,2014,1,All,,,11.0,227.0
23531,State,,North Carolina,2017,22,All,,,103.0,1659.0
23532,State,,Delaware,2015,45,All,,,6.0,159.0
23533,State,,Pennsylvania,2012,47,All,,,145.0,2466.0
23534,State,,New York City,2016,49,All,,,80.0,1027.0
23535,State,,Idaho,2017,39,All,,,11.0,270.0
23536,State,,Arkansas,2012,22,All,,,36.0,579.0
23537,State,,Virginia,2010,11,All,,,84.0,1142.0
23538,State,,Utah,2014,24,All,,,19.0,294.0
23539,State,,Nevada,2015,6,All,,,48.0,450.0
23540,State,,Delaware,2010,7,All,,,8.0,143.0
23541,Region,1,,2016,21,All,2.0,170.0,172.0,2450.0
23542,Region,9,,2010,40,All,1.0,438.0,439.0,5636.0
23543,Region,10,,2015,3,All,39.0,174.0,213.0,2238.0
23544,State,,Tennessee,2016,21,All,,,100.0,1240.0
23545,Region,5,,2016,10,All,64.0,699.0,763.0,9903.0
23546,State,,New Mexico,2017,22,All,,,20.0,362.0
23547,State,,Hawaii,2014,33,All,,,15.0,197.0
23548,State,,Alaska,2010,15,All,,,4.0,71.0
23549,Region,4,,2011,47,All,0.0,762.0,762.0,10244.0
23550,State,,Washington,2010,37,All,,,67.0,921.0
23551,Region,2,,2016,14,All,21.0,346.0,367.0,4437.0
23552,Region,10,,2013,43,All,1.0,137.0,138.0,1945.0
23553,Region,9,,2015,14,All,7.0,513.0,520.0,6680.0
23554,State,,Utah,2017,43,All,,,14.0,323.0
23555,State,,Alaska,2011,51,All,,,8.0,87.0
23556,Region,6,,2014,10,All,21.0,527.0,548.0,6419.0
23557,State,,New Hampshire,2011,25,All,,,10.0,192.0
23558,State,,West Virginia,2011,21,All,,,27.0,405.0
23559,State,,Wyoming,2012,50,All,,,2.0,87.0
23560,State,,Tennessee,2016,4,All,,,118.0,1390.0
23562,State,,New Hampshire,2016,8,All,,,12.0,255.0
23563,Region,10,,2012,18,All,6.0,141.0,147.0,1905.0
23564,State,,Colorado,2016,49,All,,,46.0,798.0
23565,State,,Hawaii,2013,16,All,,,15.0,219.0
23566,State,,Washington,2011,8,All,,,109.0,1053.0
23567,State,,Colorado,2015,33,All,,,28.0,642.0
23568,State,,California,2017,50,All,,,404.0,5423.0
23569,State,,North Carolina,2017,29,All,,,93.0,1666.0
23570,Region,4,,2017,41,All,4.0,648.0,652.0,11835.0
23571,State,,Ohio,2013,9,All,,,208.0,2342.0
23572,State,,Connecticut,2014,16,All,,,61.0,618.0
23573,State,,South Carolina,2011,41,All,,,58.0,782.0
23574,State,,Hawaii,2016,27,All,,,8.0,196.0
23575,State,,Nevada,2011,24,All,,,24.0,365.0
23576,Region,10,,2010,4,All,1.0,128.0,129.0,1765.0
23577,State,,Indiana,2010,4,All,,,88.0,1086.0
23578,State,,Rhode Island,2013,17,All,,,13.0,185.0
23579,State,,Minnesota,2013,14,All,,,76.0,817.0
23580,National,,,2013,35,0-17 years,1.0,13.0,14.0,727.0
23581,Region,9,,2015,35,All,0.0,393.0,393.0,6221.0
23582,State,,Virginia,2016,20,All,,,75.0,1312.0
23583,State,,Oklahoma,2017,6,All,,,98.0,888.0
23584,State,,Maine,2016,50,All,,,17.0,300.0
23585,State,,Pennsylvania,2014,8,All,,,190.0,2629.0
23586,State,,Vermont,2014,1,All,,,14.0,99.0
23587,Region,3,,2015,23,All,1.0,341.0,342.0,5076.0
23588,Region,2,,2013,3,All,47.0,600.0,647.0,5185.0
23589,State,,Georgia,2012,46,All,,,86.0,1472.0
23590,State,,New Jersey,2017,23,All,,,65.0,1357.0
23591,Region,8,,2014,35,All,0.0,94.0,94.0,1434.0
23592,State,,Oregon,2016,52,All,,,74.0,800.0
23593,Region,8,,2014,44,All,1.0,97.0,98.0,1513.0
23594,National,,,2016,3,0-17 years,1.0,24.0,25.0,703.0
23595,State,,Virginia,2016,4,All,,,85.0,1348.0
23596,State,,Texas,2013,52,All,,,419.0,3864.0
23597,Region,9,,2014,10,All,16.0,590.0,606.0,6324.0
23598,State,,Utah,2012,6,All,,,16.0,302.0
23599,Region,3,,2010,45,All,0.0,361.0,361.0,5107.0
23600,State,,Iowa,2012,36,All,,,41.0,513.0
23601,State,,Iowa,2011,7,All,,,55.0,579.0
23602,State,,New Hampshire,2013,38,All,,,9.0,213.0
23603,State,,New Hampshire,2012,3,All,,,14.0,201.0
23604,State,,California,2016,37,All,,,321.0,4722.0
23605,State,,Louisiana,2010,47,All,,,55.0,804.0
23606,State,,Georgia,2017,10,All,,,115.0,1648.0
23607,Region,2,,2016,10,All,23.0,390.0,413.0,4768.0
23608,State,,Florida,2015,18,All,,,227.0,3767.0
23609,Region,10,,2012,41,All,1.0,139.0,140.0,1908.0
23610,State,,Arkansas,2016,1,All,,,48.0,649.0
23611,National,,,2017,20,65 years and older,43.0,2595.0,2638.0,38060.0
23612,State,,Michigan,2012,34,All,,,95.0,1644.0
23613,Region,4,,2015,48,All,6.0,699.0,705.0,11589.0
23614,State,,Oklahoma,2017,3,All,,,99.0,855.0
23615,State,,California,2015,20,All,,,355.0,4711.0
23616,State,,Wyoming,2013,39,All,,,3.0,78.0
23617,State,,Iowa,2015,35,All,,,37.0,557.0
23618,State,,South Carolina,2017,36,All,,,58.0,921.0
23619,State,,Montana,2018,36,All,,,10.0,203.0
23620,Region,4,,2016,52,All,21.0,886.0,907.0,12668.0
23621,State,,Idaho,2012,42,All,,,15.0,211.0
23622,State,,Utah,2011,1,All,,,28.0,311.0
23623,State,,Ohio,2017,16,All,,,132.0,2360.0
23624,Region,10,,2017,42,All,3.0,94.0,97.0,2093.0
23625,Region,6,,2014,20,All,1.0,369.0,370.0,5767.0
23627,State,,Iowa,2014,42,All,,,31.0,508.0
23628,State,,Pennsylvania,2010,21,All,,,131.0,2229.0
23629,State,,Georgia,2016,46,All,,,66.0,1595.0
23630,State,,Delaware,2010,24,All,,,7.0,146.0
23631,Region,2,,2011,4,All,10.0,514.0,524.0,4850.0
23632,State,,Alaska,2012,36,All,,,6.0,83.0
23633,National,,,2017,15,65 years and older,172.0,3067.0,3239.0,40464.0
23634,Region,3,,2012,44,All,0.0,358.0,358.0,5124.0
23635,State,,Florida,2012,35,All,,,150.0,3238.0
23636,State,,New Hampshire,2017,35,All,,,13.0,229.0
23637,State,,Rhode Island,2010,20,All,,,18.0,172.0
23638,State,,Alaska,2011,42,All,,,4.0,65.0
23639,State,,Utah,2013,44,All,,,13.0,291.0
23640,State,,Michigan,2010,33,All,,,104.0,1612.0
23641,State,,Illinois,2017,34,All,,,114.0,1938.0
23642,State,,Kentucky,2013,3,All,,,112.0,986.0
23643,State,,Ohio,2014,31,All,,,116.0,1987.0
23644,Region,5,,2012,30,All,0.0,485.0,485.0,7957.0
23645,Region,2,,2014,28,All,0.0,274.0,274.0,3916.0
23646,State,,New York City,2014,17,All,,,120.0,1048.0
23647,State,,Tennessee,2016,37,All,,,75.0,1250.0
23648,State,,Indiana,2010,5,All,,,80.0,1108.0
23649,State,,Michigan,2013,49,All,,,114.0,1823.0
23650,National,,,2015,44,65 years and older,13.0,2790.0,2803.0,37509.0
23651,State,,South Carolina,2013,31,All,,,52.0,786.0
23652,National,,,2012,47,65 years and older,15.0,2836.0,2851.0,36569.0
23653,State,,Maryland,2010,38,All,,,64.0,811.0
23654,State,,Montana,2015,35,All,,,7.0,162.0
23655,State,,California,2012,41,All,,,347.0,4399.0
23656,State,,California,2012,17,All,,,416.0,4517.0
23657,Region,5,,2016,27,All,0.0,505.0,505.0,8717.0
23658,State,,Wisconsin,2014,8,All,,,84.0,1055.0
23659,State,,Colorado,2011,36,All,,,21.0,561.0
23660,State,,Mississippi,2013,32,All,,,33.0,554.0
23661,Region,9,,2016,43,All,2.0,402.0,404.0,6551.0
23662,State,,South Carolina,2013,16,All,,,60.0,862.0
23663,State,,Florida,2011,30,All,,,181.0,3169.0
23664,State,,Washington,2010,25,All,,,64.0,903.0
23665,State,,Delaware,2014,47,All,,,9.0,163.0
23666,State,,Wisconsin,2018,10,All,,,66.0,1050.0
23667,National,,,2013,49,18-64 years,21.0,665.0,686.0,12935.0
23668,State,,Delaware,2012,37,All,,,10.0,132.0
23669,State,,Minnesota,2016,1,All,,,67.0,850.0
23670,State,,Minnesota,2010,18,All,,,58.0,693.0
23671,State,,New York,2015,17,All,,,133.0,1901.0
23672,State,,Louisiana,2013,19,All,,,36.0,766.0
23673,State,,Colorado,2010,9,All,,,54.0,698.0
23674,State,,Arkansas,2012,46,All,,,43.0,570.0
23675,State,,Massachusetts,2018,19,All,,,66.0,1120.0
23676,Region,5,,2011,27,All,0.0,565.0,565.0,8169.0
23677,State,,North Dakota,2011,36,All,,,9.0,110.0
23678,Region,7,,2013,1,All,32.0,284.0,316.0,2976.0
23679,Region,7,,2015,37,All,0.0,146.0,146.0,2449.0
23680,State,,Mississippi,2010,18,All,,,33.0,527.0
23681,State,,Pennsylvania,2015,38,All,,,130.0,2381.0
23682,National,,,2017,37,65 years and older,6.0,2421.0,2427.0,37757.0
23683,State,,Montana,2013,43,All,,,10.0,176.0
23684,State,,West Virginia,2010,26,All,,,22.0,397.0
23685,State,,New Hampshire,2010,17,All,,,18.0,209.0
23686,State,,District of Columbia,2016,52,All,,,7.0,95.0
23687,State,,New York City,2017,43,All,,,75.0,1071.0
23688,State,,New York,2010,49,All,,,181.0,1956.0
23689,State,,Massachusetts,2010,21,All,,,93.0,954.0
23690,State,,New Hampshire,2016,21,All,,,14.0,221.0
23691,State,,New Hampshire,2012,42,All,,,16.0,193.0
23692,Region,4,,2015,4,All,88.0,978.0,1066.0,12387.0
23693,State,,Florida,2016,25,All,,,197.0,3559.0
23694,Region,5,,2013,28,All,0.0,513.0,513.0,8032.0
23695,State,,Connecticut,2010,3,All,,,62.0,621.0
23696,State,,Texas,2011,29,All,,,232.0,3074.0
23697,State,,District of Columbia,2011,39,All,,,4.0,82.0
23698,State,,Kansas,2010,42,All,,,27.0,482.0
23699,State,,New Mexico,2016,3,All,,,36.0,377.0
23700,State,,Montana,2010,23,All,,,8.0,152.0
23701,Region,10,,2012,48,All,1.0,133.0,134.0,1927.0
23703,State,,Utah,2011,19,All,,,16.0,293.0
23704,State,,Hawaii,2010,48,All,,,17.0,199.0
23705,State,,New Jersey,2016,17,All,,,86.0,1398.0
23706,State,,Florida,2011,12,All,,,207.0,3420.0
23707,State,,Maryland,2013,5,All,,,96.0,1025.0
23708,National,,,2010,35,All,2.0,3048.0,3050.0,44287.0
23709,State,,Maine,2010,3,All,,,17.0,261.0
23710,National,,,2017,30,0-17 years,0.0,11.0,11.0,711.0
23711,Region,5,,2011,10,All,24.0,801.0,825.0,9240.0
23712,Region,10,,2013,47,All,0.0,139.0,139.0,2036.0
23713,State,,Louisiana,2011,27,All,,,37.0,818.0
23714,State,,Indiana,2011,8,All,,,107.0,1120.0
23715,State,,Nebraska,2015,6,All,,,26.0,339.0
23716,Region,1,,2015,41,All,0.0,160.0,160.0,2512.0
23717,State,,Massachusetts,2010,10,All,,,105.0,1077.0
23718,Region,5,,2016,41,All,0.0,568.0,568.0,9243.0
23719,State,,New Hampshire,2017,40,All,,,15.0,233.0
23720,State,,Tennessee,2015,6,All,,,143.0,1355.0
23721,State,,North Carolina,2015,13,All,,,152.0,1727.0
23722,State,,Tennessee,2011,22,All,,,81.0,1097.0
23723,Region,8,,2016,2,All,2.0,148.0,150.0,1687.0
23724,State,,Florida,2012,19,All,,,183.0,3377.0
23725,State,,North Carolina,2015,21,All,,,104.0,1600.0
23726,State,,Virginia,2017,46,All,,,64.0,1263.0
23727,State,,Montana,2017,28,All,,,7.0,183.0
23728,State,,Connecticut,2010,15,All,,,46.0,545.0
23729,State,,Illinois,2014,41,All,,,107.0,1894.0
23730,State,,North Carolina,2017,2,All,,,169.0,1978.0
23731,State,,Connecticut,2011,30,All,,,49.0,543.0
23732,State,,Utah,2012,38,All,,,11.0,300.0
23733,State,,Connecticut,2013,17,All,,,37.0,576.0
23734,State,,New York City,2017,9,All,,,85.0,1021.0
23735,State,,Vermont,2018,9,All,,,12.0,119.0
23736,State,,Rhode Island,2013,14,All,,,21.0,216.0
23737,State,,Arizona,2010,14,All,,,73.0,932.0
23738,State,,Rhode Island,2013,19,All,,,18.0,181.0
23740,National,,,2012,49,18-64 years,15.0,652.0,667.0,12996.0
23741,State,,Florida,2013,34,All,,,180.0,3233.0
23742,Region,4,,2011,3,All,9.0,973.0,982.0,11614.0
23743,Region,3,,2016,25,All,1.0,266.0,267.0,5058.0
23744,State,,Delaware,2012,2,All,,,10.0,165.0
23745,State,,Indiana,2014,11,All,,,99.0,1226.0
23746,State,,Nevada,2012,28,All,,,25.0,394.0
23747,State,,Iowa,2015,7,All,,,47.0,576.0
23748,State,,Georgia,2014,21,All,,,69.0,1459.0
23749,State,,Florida,2012,44,All,,,175.0,3426.0
23750,Region,4,,2011,17,All,0.0,696.0,696.0,10565.0
23751,State,,Rhode Island,2017,21,All,,,10.0,179.0
23752,State,,Florida,2013,20,All,,,189.0,3439.0
23753,State,,North Dakota,2012,7,All,,,9.0,110.0
23754,State,,Mississippi,2015,22,All,,,38.0,591.0
23755,State,,Louisiana,2015,22,All,,,42.0,819.0
23756,State,,Alaska,2013,21,All,,,6.0,76.0
23757,State,,Massachusetts,2012,4,All,,,80.0,1083.0
23758,State,,Virginia,2014,12,All,,,86.0,1215.0
23759,State,,Rhode Island,2016,2,All,,,12.0,181.0
23760,State,,New Jersey,2017,7,All,,,119.0,1598.0
23761,State,,Connecticut,2012,13,All,,,47.0,516.0
23762,State,,Utah,2017,29,All,,,16.0,338.0
23763,State,,Florida,2010,43,All,,,184.0,3101.0
23764,State,,Oregon,2014,32,All,,,22.0,605.0
23765,Region,9,,2013,17,All,3.0,501.0,504.0,6131.0
23766,State,,Indiana,2010,40,All,,,67.0,1105.0
23767,State,,District of Columbia,2014,14,All,,,3.0,88.0
23768,State,,Utah,2018,6,All,,,42.0,394.0
23769,State,,Wyoming,2017,9,All,,,15.0,102.0
23770,State,,Connecticut,2014,25,All,,,32.0,502.0
23771,State,,Nevada,2018,5,All,,,47.0,507.0
23772,State,,Alaska,2018,26,All,,,2.0,68.0
23773,State,,North Carolina,2013,6,All,,,205.0,1766.0
23774,Region,1,,2013,33,All,0.0,136.0,136.0,2145.0
23775,State,,Nevada,2018,10,All,,,41.0,492.0
23776,State,,Kentucky,2014,4,All,,,94.0,916.0
23777,State,,Colorado,2017,41,All,,,36.0,753.0
23778,Region,6,,2014,40,All,0.0,381.0,381.0,5671.0
23779,Region,6,,2011,48,All,1.0,390.0,391.0,5422.0
23780,State,,Iowa,2011,39,All,,,43.0,535.0
23781,National,,,2016,12,0-17 years,13.0,17.0,30.0,747.0
23782,State,,Nevada,2010,15,All,,,31.0,390.0
23783,State,,Arizona,2014,15,All,,,62.0,1011.0
23784,State,,Oregon,2010,37,All,,,41.0,594.0
23785,State,,Arizona,2017,17,All,,,77.0,1162.0
23786,State,,Wyoming,2010,47,All,,,9.0,102.0
23787,Region,4,,2012,10,All,7.0,816.0,823.0,10834.0
23788,Region,2,,2014,21,All,2.0,283.0,285.0,3980.0
23789,State,,New York City,2013,49,All,,,90.0,1014.0
23790,State,,Vermont,2011,34,All,,,7.0,96.0
23791,State,,Georgia,2017,43,All,,,82.0,1519.0
23792,State,,Hawaii,2012,23,All,,,17.0,186.0
23793,State,,New Hampshire,2015,16,All,,,22.0,258.0
23794,State,,Arkansas,2017,15,All,,,45.0,648.0
23795,State,,Iowa,2016,4,All,,,62.0,596.0
23796,State,,West Virginia,2016,48,All,,,21.0,455.0
23797,State,,New York,2016,32,All,,,133.0,1801.0
23798,State,,Oregon,2014,44,All,,,32.0,652.0
23799,State,,Massachusetts,2013,42,All,,,97.0,1013.0
23800,State,,Florida,2013,23,All,,,200.0,3329.0
23801,State,,Nebraska,2018,25,All,,,19.0,314.0
23802,State,,Louisiana,2015,51,All,,,44.0,863.0
23804,State,,Alaska,2012,6,All,,,9.0,73.0
23805,State,,Kansas,2010,39,All,,,41.0,459.0
23806,State,,New Jersey,2010,30,All,,,91.0,1241.0
23807,State,,Maryland,2012,28,All,,,66.0,804.0
23808,State,,Wyoming,2011,5,All,,,5.0,76.0
23809,State,,Florida,2015,7,All,,,241.0,4018.0
23811,State,,Mississippi,2014,27,All,,,31.0,523.0
23812,State,,Massachusetts,2014,2,All,,,117.0,1147.0
23813,Region,9,,2012,3,All,1.0,616.0,617.0,6552.0
23814,State,,Alabama,2017,10,All,,,62.0,1033.0
23815,Region,6,,2013,26,All,0.0,355.0,355.0,5565.0
23816,Region,5,,2015,6,All,35.0,743.0,778.0,9582.0
23817,National,,,2016,37,18-64 years,2.0,575.0,577.0,12970.0
23818,State,,Virginia,2010,27,All,,,79.0,1096.0
23819,State,,Kentucky,2012,31,All,,,49.0,781.0
23820,State,,Rhode Island,2013,47,All,,,15.0,199.0
23821,State,,Arizona,2014,28,All,,,43.0,937.0
23822,State,,Minnesota,2015,12,All,,,61.0,850.0
23823,State,,Connecticut,2016,18,All,,,41.0,575.0
23824,State,,New Hampshire,2015,9,All,,,22.0,243.0
23825,State,,Nevada,2017,46,All,,,36.0,450.0
23826,State,,Michigan,2012,28,All,,,87.0,1633.0
23827,State,,Massachusetts,2011,30,All,,,72.0,955.0
23828,State,,Wyoming,2015,15,All,,,8.0,93.0
23829,State,,Ohio,2017,35,All,,,96.0,2242.0
23830,State,,Louisiana,2012,47,All,,,51.0,862.0
23831,National,,,2012,33,65 years and older,1.0,2524.0,2525.0,33159.0
23832,State,,Oklahoma,2015,12,All,,,72.0,811.0
23833,State,,New York City,2017,41,All,,,70.0,971.0
23834,State,,Wisconsin,2013,1,All,,,107.0,1158.0
23835,State,,South Dakota,2012,51,All,,,15.0,141.0
23836,State,,Louisiana,2016,31,All,,,28.0,800.0
23837,State,,Georgia,2017,41,All,,,72.0,1574.0
23838,State,,Iowa,2017,4,All,,,66.0,649.0
23839,State,,Vermont,2015,34,All,,,3.0,99.0
23840,State,,Ohio,2012,33,All,,,131.0,1927.0
23841,State,,Illinois,2015,51,All,,,142.0,2044.0
23842,State,,Iowa,2015,3,All,,,87.0,664.0
23843,State,,New York City,2011,9,All,,,99.0,991.0
23844,State,,Nevada,2017,36,All,,,20.0,432.0
23845,Region,2,,2010,40,All,0.0,285.0,285.0,3961.0
23846,State,,California,2014,43,All,,,298.0,4523.0
23847,State,,Pennsylvania,2015,27,All,,,140.0,2371.0
23848,State,,Indiana,2013,6,All,,,150.0,1324.0
23849,State,,North Dakota,2018,30,All,,,9.0,113.0
23850,Region,6,,2010,12,All,6.0,518.0,524.0,5775.0
23851,State,,Alaska,2015,18,All,,,10.0,72.0
23852,Region,3,,2016,42,All,1.0,318.0,319.0,5487.0
23853,State,,North Carolina,2017,23,All,,,98.0,1728.0
23854,State,,North Carolina,2014,22,All,,,111.0,1624.0
23855,State,,Wyoming,2010,44,All,,,5.0,88.0
23856,Region,2,,2017,10,All,18.0,349.0,367.0,4746.0
23857,State,,Vermont,2013,2,All,,,17.0,116.0
23858,State,,Wyoming,2016,24,All,,,5.0,105.0
23859,State,,District of Columbia,2011,38,All,,,10.0,92.0
23860,State,,Mississippi,2010,51,All,,,37.0,615.0
23861,State,,Colorado,2014,50,All,,,59.0,733.0
23862,State,,California,2011,20,All,,,454.0,4574.0
23863,State,,North Carolina,2012,26,All,,,101.0,1452.0
23864,State,,Indiana,2013,28,All,,,79.0,1122.0
23865,State,,Nebraska,2013,26,All,,,15.0,258.0
23866,National,,,2014,45,0-17 years,1.0,14.0,15.0,714.0
23867,State,,Massachusetts,2013,29,All,,,72.0,1008.0
23868,State,,Wisconsin,2017,33,All,,,45.0,940.0
23869,State,,North Dakota,2017,3,All,,,16.0,133.0
23870,National,,,2010,11,0-17 years,2.0,28.0,30.0,740.0
23871,Region,6,,2015,4,All,68.0,593.0,661.0,6884.0
23872,State,,Arizona,2015,1,All,,,79.0,1115.0
23873,State,,Iowa,2010,13,All,,,48.0,553.0
23874,State,,Illinois,2010,42,All,,,154.0,1917.0
23875,State,,Arkansas,2016,17,All,,,39.0,587.0
23876,State,,Kansas,2011,42,All,,,32.0,412.0
23877,National,,,2017,8,All,605.0,4369.0,4974.0,58288.0
23878,State,,Iowa,2013,37,All,,,27.0,531.0
23879,State,,Kansas,2012,25,All,,,32.0,438.0
23880,State,,Vermont,2016,18,All,,,8.0,112.0
23881,State,,Nevada,2015,40,All,,,35.0,426.0
23882,Region,2,,2017,34,All,0.0,306.0,306.0,4124.0
23883,Region,4,,2016,38,All,4.0,717.0,721.0,11353.0
23884,State,,Wyoming,2015,25,All,,,5.0,93.0
23886,National,,,2011,18,All,20.0,3745.0,3765.0,47366.0
23887,State,,Indiana,2011,38,All,,,83.0,1053.0
23888,State,,Idaho,2017,44,All,,,18.0,276.0
23889,State,,New Jersey,2012,35,All,,,72.0,1350.0
23890,State,,Washington,2014,30,All,,,56.0,934.0
23891,State,,Idaho,2011,36,All,,,9.0,239.0
23892,State,,Kentucky,2015,9,All,,,106.0,963.0
23893,State,,Colorado,2012,1,All,,,51.0,648.0
23894,State,,Montana,2012,18,All,,,10.0,169.0
23895,Region,2,,2015,39,All,0.0,278.0,278.0,3923.0
23896,State,,North Carolina,2017,30,All,,,109.0,1645.0
23897,State,,Michigan,2010,39,All,,,104.0,1647.0
23898,State,,Minnesota,2012,27,All,,,48.0,764.0
23899,State,,Missouri,2012,49,All,,,84.0,1127.0
23900,State,,Oregon,2012,23,All,,,33.0,587.0
23901,State,,Vermont,2014,4,All,,,12.0,100.0
23902,State,,Michigan,2014,17,All,,,110.0,1685.0
